2;1;Agachamento Livre;Desça o máximo que puder com a barra nas costas, ativando pernas e glúteos.;gif/agachamento_livre.gif
3;1;Remada Curvada;Puxe a barra em direção ao abdômen com o tronco inclinado para costas fortes.;gif/remada_curvada.gif
4;1;Supino Reto com Barra;Empurre a barra acima do peito em um banco reto para trabalhar peito, ombros e tríceps.;gif/supino_reto_barra.gif
